order_item_id,order_id,product_id,quantity,unit_price,line_total
ORD4737-3,ORD4737,P4615,1,2.71,2.71
ORD4737-4,ORD4737,P1916,1,6.15,6.15
ORD4737-5,ORD4737,P1773,1,6.78,6.78
ORD4737-6,ORD4737,P603,3,5.03,15.09
ORD4737-7,ORD4737,P3365,1,9.31,9.31
ORD4737-8,ORD4737,P4521,1,11.47,11.47
ORD4737-9,ORD4737,P765,3,1.57,4.71
ORD4737-10,ORD4737,P2779,1,7.86,7.86
ORD4737-11,ORD4737,P3605,1,8.30,8.30
ORD4738-1,ORD4738,P4834,2,9.71,19.42
ORD4738-2,ORD4738,P4407,2,3.84,7.68
ORD4738-3,ORD4738,P666,1,4.90,4.90
ORD4738-4,ORD4738,P4446,3,6.87,20.61
ORD4738-5,ORD4738,P988,1,2.52,2.52
ORD4738-6,ORD4738,P1394,2,2.56,5.12
ORD4738-7,ORD4738,P2443,2,7.71,15.42
ORD4738-8,ORD4738,P567,2,4.95,9.90
ORD4738-9,ORD4738,P197,3,2.76,8.28
ORD4738-10,ORD4738,P952,4,1.53,6.12
ORD4738-11,ORD4738,P1898,1,3.18,3.18
ORD4738-12,ORD4738,P4028,2,8.15,16.30
ORD4738-13,ORD4738,P027,6,0.66,3.96
ORD4738-14,ORD4738,P4326,2,3.27,6.54
ORD4738-15,ORD4738,P3665,2,10.08,20.16
ORD4739-1,ORD4739,P3283,1,1.32,1.32
ORD4739-2,ORD4739,P2697,2,9.97,19.94
ORD4739-3,ORD4739,P1262,3,3.27,9.81
ORD4739-4,ORD4739,P1187,3,4.38,13.14
ORD4739-5,ORD4739,P3742,2,1.62,3.24
ORD4739-6,ORD4739,P2714,2,3.49,6.98
ORD4739-7,ORD4739,P3706,1,13.85,13.85
ORD4739-8,ORD4739,P2533,2,7.25,14.50
ORD4740-1,ORD4740,P3682,1,7.29,7.29
ORD4740-2,ORD4740,P1897,2,2.65,5.30
ORD4740-3,ORD4740,P3687,1,8.31,8.31
ORD4740-4,ORD4740,P2525,2,2.10,4.20
ORD4740-5,ORD4740,P2440,1,10.77,10.77
ORD4740-6,ORD4740,P1150,3,0.86,2.58
ORD4741-1,ORD4741,P545,1,5.68,5.68
ORD4741-2,ORD4741,P694,4,1.09,4.36
ORD4741-3,ORD4741,P1989,1,5.04,5.04
ORD4741-4,ORD4741,P4673,1,4.04,4.04
ORD4741-5,ORD4741,P558,5,1.95,9.75
ORD4741-6,ORD4741,P3455,1,2.67,2.67
ORD4741-7,ORD4741,P623,2,2.77,5.54
ORD4741-8,ORD4741,P238,1,4.69,4.69
ORD4741-9,ORD4741,P2757,1,9.32,9.32
ORD4741-10,ORD4741,P3247,1,5.51,5.51
ORD4741-11,ORD4741,P4526,1,5.70,5.70
ORD4741-12,ORD4741,P3296,1,11.70,11.70
ORD4741-13,ORD4741,P421,1,3.94,3.94
ORD4741-14,ORD4741,P799,1,5.38,5.38
ORD4741-15,ORD4741,P1341,3,2.13,6.39
ORD4742-1,ORD4742,P4665,1,10.60,10.60
ORD4742-2,ORD4742,P2835,1,8.26,8.26
ORD4742-3,ORD4742,P435,5,1.86,9.30
ORD4742-4,ORD4742,P1045,5,4.79,23.95
ORD4742-5,ORD4742,P1306,3,3.07,9.21
ORD4742-6,ORD4742,P2525,3,2.10,6.30
ORD4742-7,ORD4742,P4657,1,7.78,7.78
ORD4742-8,ORD4742,P4517,1,9.40,9.40
ORD4742-9,ORD4742,P2766,1,5.89,5.89
ORD4742-10,ORD4742,P2749,1,7.59,7.59
ORD4742-11,ORD4742,P2520,2,4.08,8.16
ORD4742-12,ORD4742,P3655,1,14.16,14.16
ORD4742-13,ORD4742,P1886,2,2.41,4.82
ORD4742-14,ORD4742,P4732,1,7.98,7.98
ORD4742-15,ORD4742,P2986,1,5.99,5.99
ORD4742-16,ORD4742,P4664,1,6.46,6.46
ORD4742-17,ORD4742,P2420,1,5.14,5.14
ORD4742-18,ORD4742,P4981,1,8.98,8.98
ORD4742-19,ORD4742,P3627,1,7.83,7.83
ORD4743-1,ORD4743,P2918,3,3.03,9.09
ORD4743-2,ORD4743,P2276,1,11.79,11.79
ORD4743-3,ORD4743,P3540,1,4.61,4.61
ORD4743-4,ORD4743,P4530,1,11.67,11.67
ORD4743-5,ORD4743,P2123,1,4.98,4.98
ORD4743-6,ORD4743,P3474,1,5.28,5.28
ORD4743-7,ORD4743,P1782,1,7.59,7.59
ORD4743-8,ORD4743,P1215,4,2.34,9.36
ORD4743-9,ORD4743,P488,3,2.99,8.97
ORD4743-10,ORD4743,P4727,1,11.79,11.79
ORD4743-11,ORD4743,P2764,1,8.43,8.43
ORD4743-12,ORD4743,P2164,1,8.99,8.99
ORD4743-13,ORD4743,P503,1,5.36,5.36
ORD4743-14,ORD4743,P4586,1,9.06,9.06
ORD4743-15,ORD4743,P3299,1,7.03,7.03
ORD4743-16,ORD4743,P2436,1,15.61,15.61
ORD4743-17,ORD4743,P674,3,4.48,13.44
ORD4743-18,ORD4743,P1583,1,5.33,5.33
ORD4743-19,ORD4743,P3500,1,10.78,10.78
ORD4744-1,ORD4744,P1251,3,7.77,23.31
ORD4744-2,ORD4744,P2983,2,7.98,15.96
ORD4744-3,ORD4744,P723,2,1.62,3.24
ORD4744-4,ORD4744,P959,4,3.38,13.52
ORD4744-5,ORD4744,P4569,1,3.98,3.98
ORD4744-6,ORD4744,P4421,1,3.01,3.01
ORD4744-7,ORD4744,P427,1,1.07,1.07
ORD4744-8,ORD4744,P4355,2,1.88,3.76
ORD4745-1,ORD4745,P446,3,4.02,12.06
ORD4745-2,ORD4745,P4962,3,2.48,7.44
ORD4745-3,ORD4745,P3128,1,11.83,11.83
ORD4745-4,ORD4745,P3571,2,3.65,7.30
ORD4745-5,ORD4745,P2300,1,17.74,17.74
ORD4745-6,ORD4745,P3924,1,6.64,6.64
ORD4745-7,ORD4745,P3289,1,7.08,7.08
ORD4745-8,ORD4745,P1596,1,6.07,6.07
ORD4745-9,ORD4745,P1405,1,1.48,1.48
ORD4745-10,ORD4745,P1305,1,5.85,5.85
ORD4745-11,ORD4745,P1474,1,5.81,5.81
ORD4746-1,ORD4746,P107,2,4.15,8.30
ORD4746-2,ORD4746,P3330,1,9.47,9.47
ORD4746-3,ORD4746,P1226,5,1.89,9.45
ORD4746-4,ORD4746,P3401,1,5.91,5.91
ORD4746-5,ORD4746,P509,2,2.39,4.78
ORD4747-1,ORD4747,P4418,1,4.25,4.25
ORD4747-2,ORD4747,P2475,1,9.79,9.79
ORD4747-3,ORD4747,P4321,2,3.65,7.30
ORD4747-4,ORD4747,P1516,1,4.00,4.00
ORD4747-5,ORD4747,P3856,2,2.52,5.04
ORD4747-6,ORD4747,P1536,1,4.49,4.49
ORD4747-7,ORD4747,P2081,1,10.38,10.38
ORD4747-8,ORD4747,P1637,1,5.56,5.56
ORD4747-9,ORD4747,P1180,3,0.97,2.91
ORD4747-10,ORD4747,P1285,1,7.27,7.27
ORD4747-11,ORD4747,P223,1,5.18,5.18
ORD4747-12,ORD4747,P2422,1,17.11,17.11
ORD4747-13,ORD4747,P4363,1,2.28,2.28
ORD4747-14,ORD4747,P077,3,0.60,1.80
ORD4748-1,ORD4748,P3967,1,11.66,11.66
ORD4748-2,ORD4748,P608,4,1.54,6.16
ORD4748-3,ORD4748,P1659,1,5.98,5.98
ORD4748-4,ORD4748,P636,2,5.72,11.44
ORD4749-1,ORD4749,P2765,1,6.60,6.60
ORD4749-2,ORD4749,P2844,1,7.14,7.14
ORD4749-3,ORD4749,P4725,1,8.27,8.27
ORD4749-4,ORD4749,P3124,2,1.80,3.60
ORD4749-5,ORD4749,P1049,2,1.24,2.48
ORD4749-6,ORD4749,P1828,1,5.72,5.72
ORD4749-7,ORD4749,P4651,1,11.23,11.23
ORD4749-8,ORD4749,P2725,2,3.66,7.32
ORD4749-9,ORD4749,P609,2,4.93,9.86
ORD4749-10,ORD4749,P4487,1,8.95,8.95
ORD4749-11,ORD4749,P4986,1,6.56,6.56
ORD4749-12,ORD4749,P2475,1,9.79,9.79
ORD4750-1,ORD4750,P3219,1,9.87,9.87
ORD4750-2,ORD4750,P3156,1,8.96,8.96
ORD4750-3,ORD4750,P2872,2,2.49,4.98
ORD4750-4,ORD4750,P1633,1,7.81,7.81
ORD4750-5,ORD4750,P3437,1,6.72,6.72
ORD4751-1,ORD4751,P3658,2,3.37,6.74
ORD4751-2,ORD4751,P2816,1,5.96,5.96
ORD4751-3,ORD4751,P1343,1,4.94,4.94
ORD4751-4,ORD4751,P031,3,3.00,9.00
ORD4751-5,ORD4751,P703,4,3.27,13.08
ORD4752-1,ORD4752,P523,3,0.83,2.49
ORD4752-2,ORD4752,P3771,2,3.59,7.18
ORD4752-3,ORD4752,P4911,2,4.85,9.70
ORD4752-4,ORD4752,P4068,2,4.50,9.00
ORD4752-5,ORD4752,P4232,2,6.50,13.00
ORD4752-6,ORD4752,P1578,1,3.39,3.39
ORD4752-7,ORD4752,P3400,3,2.78,8.34
ORD4752-8,ORD4752,P2290,1,4.58,4.58
ORD4753-1,ORD4753,P3517,1,3.13,3.13
ORD4753-2,ORD4753,P4053,1,4.84,4.84
ORD4753-3,ORD4753,P3999,1,11.26,11.26
ORD4753-4,ORD4753,P3701,2,1.23,2.46
ORD4753-5,ORD4753,P4900,1,5.34,5.34
ORD4753-6,ORD4753,P1163,1,4.74,4.74
ORD4753-7,ORD4753,P835,1,3.30,3.30
ORD4753-8,ORD4753,P370,1,3.96,3.96
ORD4753-9,ORD4753,P1295,1,7.20,7.20
ORD4753-10,ORD4753,P1496,1,4.74,4.74
ORD4753-11,ORD4753,P3089,1,2.95,2.95
ORD4753-12,ORD4753,P2007,1,11.31,11.31
ORD4753-13,ORD4753,P192,1,3.68,3.68
ORD4753-14,ORD4753,P1859,2,1.87,3.74
ORD4753-15,ORD4753,P4275,1,7.28,7.28
ORD4753-16,ORD4753,P4773,1,9.37,9.37
ORD4754-1,ORD4754,P977,2,3.44,6.88
ORD4754-2,ORD4754,P4720,1,3.54,3.54
ORD4754-3,ORD4754,P1383,1,6.79,6.79
ORD4754-4,ORD4754,P1158,1,3.49,3.49
ORD4754-5,ORD4754,P4222,1,7.96,7.96
ORD4754-6,ORD4754,P552,4,0.52,2.08
ORD4754-7,ORD4754,P375,5,1.58,7.90
ORD4755-1,ORD4755,P4382,1,7.72,7.72
ORD4755-2,ORD4755,P2207,1,19.89,19.89
ORD4755-3,ORD4755,P3993,1,8.37,8.37
ORD4755-4,ORD4755,P3651,2,2.30,4.60
ORD4755-5,ORD4755,P4147,2,7.67,15.34
ORD4755-6,ORD4755,P1216,1,4.10,4.10
ORD4755-7,ORD4755,P4061,1,3.25,3.25
ORD4755-8,ORD4755,P2398,2,4.10,8.20
ORD4755-9,ORD4755,P1049,4,1.24,4.96
ORD4755-10,ORD4755,P3346,1,6.95,6.95
ORD4755-11,ORD4755,P3947,2,1.89,3.78
ORD4756-1,ORD4756,P2035,1,4.62,4.62
ORD4756-2,ORD4756,P3373,1,4.87,4.87
ORD4756-3,ORD4756,P3438,1,8.02,8.02
ORD4756-4,ORD4756,P2624,1,2.72,2.72
ORD4756-5,ORD4756,P118,1,4.64,4.64
ORD4756-6,ORD4756,P2420,1,5.14,5.14
ORD4756-7,ORD4756,P1556,1,6.21,6.21
ORD4757-1,ORD4757,P1957,1,7.69,7.69
ORD4757-2,ORD4757,P2159,1,16.78,16.78
ORD4757-3,ORD4757,P4483,1,9.01,9.01
ORD4757-4,ORD4757,P2408,1,13.15,13.15
ORD4757-5,ORD4757,P1966,1,7.76,7.76
ORD4757-6,ORD4757,P689,1,2.33,2.33
ORD4757-7,ORD4757,P1128,4,1.14,4.56
ORD4757-8,ORD4757,P1884,1,3.16,3.16
ORD4757-9,ORD4757,P3682,1,7.29,7.29
ORD4757-10,ORD4757,P263,3,1.79,5.37
ORD4757-11,ORD4757,P1666,1,3.95,3.95
ORD4757-12,ORD4757,P3000,1,2.10,2.10
ORD4757-13,ORD4757,P199,1,5.99,5.99
ORD4758-1,ORD4758,P1497,3,1.06,3.18
ORD4758-2,ORD4758,P2278,1,17.33,17.33
ORD4758-3,ORD4758,P3551,2,11.21,22.42
ORD4758-4,ORD4758,P3563,4,4.21,16.84
ORD4758-5,ORD4758,P1647,2,3.37,6.74
ORD4758-6,ORD4758,P850,4,1.74,6.96
ORD4758-7,ORD4758,P1646,2,4.14,8.28
ORD4758-8,ORD4758,P4997,1,3.78,3.78
ORD4758-9,ORD4758,P4360,1,2.95,2.95
ORD4759-1,ORD4759,P1920,3,1.09,3.27
ORD4759-2,ORD4759,P309,4,3.61,14.44
ORD4759-3,ORD4759,P3623,1,6.74,6.74
ORD4759-4,ORD4759,P006,4,2.16,8.64
ORD4759-5,ORD4759,P3197,1,6.20,6.20
ORD4760-1,ORD4760,P4527,1,11.16,11.16
ORD4760-2,ORD4760,P3671,1,11.04,11.04
ORD4760-3,ORD4760,P1825,1,2.43,2.43
ORD4760-4,ORD4760,P1288,2,7.09,14.18
ORD4760-5,ORD4760,P2104,1,6.28,6.28
ORD4760-6,ORD4760,P4559,1,11.11,11.11
ORD4760-7,ORD4760,P2391,1,18.48,18.48
ORD4760-8,ORD4760,P762,1,2.67,2.67
ORD4760-9,ORD4760,P3476,3,3.80,11.40
ORD4760-10,ORD4760,P2268,2,7.82,15.64
ORD4760-11,ORD4760,P773,3,5.77,17.31
ORD4760-12,ORD4760,P2981,2,9.10,18.20
ORD4760-13,ORD4760,P2163,1,5.46,5.46
ORD4760-14,ORD4760,P444,4,5.57,22.28
ORD4761-1,ORD4761,P3055,1,2.46,2.46
ORD4761-2,ORD4761,P3557,1,11.91,11.91
ORD4761-3,ORD4761,P4779,1,12.30,12.30
ORD4761-4,ORD4761,P4183,1,7.48,7.48
ORD4761-5,ORD4761,P4744,1,2.12,2.12
ORD4761-6,ORD4761,P1758,1,2.30,2.30
ORD4761-7,ORD4761,P4713,1,4.93,4.93
ORD4761-8,ORD4761,P3659,2,1.07,2.14
ORD4761-9,ORD4761,P2266,1,10.02,10.02
ORD4761-10,ORD4761,P3877,1,9.76,9.76
ORD4761-11,ORD4761,P4120,1,3.53,3.53
ORD4761-12,ORD4761,P403,1,2.09,2.09
ORD4761-13,ORD4761,P4755,1,4.61,4.61
ORD4761-14,ORD4761,P3888,1,9.93,9.93
ORD4761-15,ORD4761,P904,2,1.94,3.88
ORD4762-1,ORD4762,P2683,2,4.62,9.24
ORD4762-2,ORD4762,P1803,2,2.64,5.28
ORD4762-3,ORD4762,P029,4,3.61,14.44
ORD4762-4,ORD4762,P3315,3,3.25,9.75
ORD4762-5,ORD4762,P4467,1,7.50,7.50
ORD4762-6,ORD4762,P1580,4,4.04,16.16
ORD4762-7,ORD4762,P3545,1,5.54,5.54
ORD4762-8,ORD4762,P1952,1,7.91,7.91
ORD4762-9,ORD4762,P4211,1,6.83,6.83
ORD4762-10,ORD4762,P4087,1,6.67,6.67
ORD4763-1,ORD4763,P3219,1,9.87,9.87
ORD4763-2,ORD4763,P2036,1,12.38,12.38
ORD4763-3,ORD4763,P3183,2,2.66,5.32
ORD4763-4,ORD4763,P2247,1,16.46,16.46
ORD4763-5,ORD4763,P4393,1,3.13,3.13
ORD4763-6,ORD4763,P4623,1,8.75,8.75
ORD4763-7,ORD4763,P1186,5,3.67,18.35
ORD4763-8,ORD4763,P4713,4,4.93,19.72
ORD4763-9,ORD4763,P4755,1,4.61,4.61
ORD4763-10,ORD4763,P1373,4,1.84,7.36
ORD4763-11,ORD4763,P4292,3,5.05,15.15
ORD4763-12,ORD4763,P4871,1,6.79,6.79
ORD4763-13,ORD4763,P858,5,4.90,24.50
ORD4763-14,ORD4763,P3053,1,11.06,11.06
ORD4763-15,ORD4763,P079,4,1.35,5.40
ORD4764-1,ORD4764,P3066,2,4.93,9.86
ORD4764-2,ORD4764,P1619,1,5.41,5.41
ORD4764-3,ORD4764,P2476,1,12.91,12.91
ORD4764-4,ORD4764,P304,4,3.02,12.08
ORD4764-5,ORD4764,P2973,4,5.02,20.08
ORD4764-6,ORD4764,P4856,1,13.66,13.66
ORD4764-7,ORD4764,P2287,1,18.89,18.89
ORD4764-8,ORD4764,P3534,1,1.88,1.88
ORD4764-9,ORD4764,P1906,2,2.80,5.60
ORD4764-10,ORD4764,P4062,1,7.68,7.68
ORD4764-11,ORD4764,P2976,1,9.18,9.18
ORD4764-12,ORD4764,P4602,3,4.20,12.60
ORD4764-13,ORD4764,P3170,2,6.07,12.14
ORD4764-14,ORD4764,P4686,1,6.16,6.16
ORD4764-15,ORD4764,P2127,1,17.01,17.01
ORD4765-1,ORD4765,P389,3,3.19,9.57
ORD4765-2,ORD4765,P4124,1,3.98,3.98
ORD4765-3,ORD4765,P2403,1,5.64,5.64
ORD4765-4,ORD4765,P3116,1,11.92,11.92
ORD4765-5,ORD4765,P1291,2,1.95,3.90
ORD4765-6,ORD4765,P1149,1,4.84,4.84
ORD4765-7,ORD4765,P3853,1,4.47,4.47
ORD4765-8,ORD4765,P4686,1,6.16,6.16
ORD4765-9,ORD4765,P3165,1,8.01,8.01
ORD4765-10,ORD4765,P970,1,5.09,5.09
ORD4765-11,ORD4765,P3130,1,7.59,7.59
ORD4765-12,ORD4765,P3247,1,5.51,5.51
ORD4765-13,ORD4765,P374,1,3.68,3.68
ORD4765-14,ORD4765,P193,1,3.38,3.38
ORD4765-15,ORD4765,P387,1,5.80,5.80
ORD4766-1,ORD4766,P1165,2,4.66,9.32
ORD4766-2,ORD4766,P4602,2,4.20,8.40
ORD4766-3,ORD4766,P785,5,1.24,6.20
ORD4766-4,ORD4766,P078,1,5.71,5.71
ORD4766-5,ORD4766,P2513,2,2.25,4.50
ORD4766-6,ORD4766,P4171,1,5.17,5.17
ORD4767-1,ORD4767,P1976,1,5.21,5.21
ORD4767-2,ORD4767,P3525,1,6.57,6.57
ORD4767-3,ORD4767,P4056,1,3.45,3.45
ORD4767-4,ORD4767,P1152,1,3.66,3.66
ORD4767-5,ORD4767,P3961,1,5.94,5.94
ORD4767-6,ORD4767,P914,6,2.17,13.02
ORD4767-7,ORD4767,P2670,1,6.76,6.76
ORD4767-8,ORD4767,P4526,1,5.70,5.70
ORD4767-9,ORD4767,P724,1,4.65,4.65
ORD4767-10,ORD4767,P3916,2,3.40,6.80
ORD4767-11,ORD4767,P3173,1,7.25,7.25
ORD4767-12,ORD4767,P270,4,2.57,10.28
ORD4767-13,ORD4767,P3635,1,2.49,2.49
ORD4767-14,ORD4767,P652,1,5.85,5.85
ORD4768-1,ORD4768,P865,3,1.36,4.08
ORD4768-2,ORD4768,P3858,1,14.45,14.45
ORD4768-3,ORD4768,P3170,1,6.07,6.07
ORD4768-4,ORD4768,P3672,1,5.78,5.78
ORD4768-5,ORD4768,P2649,3,3.13,9.39
ORD4768-6,ORD4768,P4511,1,5.85,5.85
ORD4768-7,ORD4768,P3971,1,13.05,13.05
ORD4768-8,ORD4768,P4927,1,8.59,8.59
ORD4768-9,ORD4768,P087,1,4.23,4.23
ORD4768-10,ORD4768,P4867,1,10.98,10.98
ORD4768-11,ORD4768,P205,2,3.58,7.16
ORD4769-1,ORD4769,P2443,1,7.71,7.71
ORD4769-2,ORD4769,P3561,1,7.76,7.76
ORD4769-3,ORD4769,P3129,1,11.09,11.09
ORD4769-4,ORD4769,P4030,3,6.49,19.47
ORD4769-5,ORD4769,P4539,2,2.14,4.28
ORD4769-6,ORD4769,P1169,4,5.95,23.80
ORD4769-7,ORD4769,P053,2,1.07,2.14
ORD4769-8,ORD4769,P3270,1,10.80,10.80
ORD4770-1,ORD4770,P3512,2,5.57,11.14
ORD4770-2,ORD4770,P4648,1,6.27,6.27
ORD4770-3,ORD4770,P2446,1,8.77,8.77
ORD4770-4,ORD4770,P4761,1,10.97,10.97
ORD4770-5,ORD4770,P1856,3,1.58,4.74
ORD4770-6,ORD4770,P980,5,3.85,19.25
ORD4770-7,ORD4770,P1572,4,4.57,18.28
ORD4770-8,ORD4770,P4494,1,8.84,8.84
ORD4771-1,ORD4771,P3715,1,10.74,10.74
ORD4771-2,ORD4771,P1691,1,7.25,7.25
ORD4771-3,ORD4771,P3620,1,9.87,9.87
ORD4771-4,ORD4771,P961,3,1.11,3.33
ORD4771-5,ORD4771,P4955,1,8.38,8.38
ORD4772-1,ORD4772,P3361,2,3.41,6.82
ORD4772-2,ORD4772,P3179,1,11.31,11.31
ORD4772-3,ORD4772,P4860,1,8.18,8.18
ORD4772-4,ORD4772,P2593,1,5.95,5.95
ORD4772-5,ORD4772,P801,4,1.66,6.64
ORD4772-6,ORD4772,P665,5,5.79,28.95
ORD4772-7,ORD4772,P2696,1,7.18,7.18
ORD4772-8,ORD4772,P3614,3,1.84,5.52
ORD4772-9,ORD4772,P3329,1,1.84,1.84
ORD4772-10,ORD4772,P4595,1,3.83,3.83
ORD4773-1,ORD4773,P2485,1,16.29,16.29
ORD4773-2,ORD4773,P813,2,1.95,3.90
ORD4773-3,ORD4773,P2962,1,5.02,5.02
ORD4773-4,ORD4773,P1123,2,0.64,1.28
ORD4773-5,ORD4773,P2885,1,5.90,5.90
ORD4773-6,ORD4773,P815,2,1.23,2.46
ORD4773-7,ORD4773,P1970,1,5.04,5.04
ORD4774-1,ORD4774,P978,3,3.53,10.59
ORD4774-2,ORD4774,P2588,1,6.79,6.79
ORD4774-3,ORD4774,P746,5,5.26,26.30
ORD4774-4,ORD4774,P1960,1,6.36,6.36
ORD4774-5,ORD4774,P4413,2,1.78,3.56
ORD4774-6,ORD4774,P1694,1,7.65,7.65
ORD4774-7,ORD4774,P1609,1,4.90,4.90
ORD4774-8,ORD4774,P4958,1,9.46,9.46
ORD4774-9,ORD4774,P3692,1,13.91,13.91
ORD4775-1,ORD4775,P2970,1,11.82,11.82
ORD4775-2,ORD4775,P437,5,1.63,8.15
ORD4775-3,ORD4775,P3288,1,2.41,2.41
ORD4775-4,ORD4775,P2762,1,7.46,7.46
ORD4775-5,ORD4775,P1474,3,5.81,17.43
ORD4775-6,ORD4775,P1429,1,5.75,5.75
ORD4775-7,ORD4775,P4006,1,12.19,12.19
ORD4775-8,ORD4775,P417,3,2.93,8.79
ORD4775-9,ORD4775,P3901,1,9.44,9.44
ORD4775-10,ORD4775,P4593,1,3.54,3.54
ORD4776-1,ORD4776,P4579,1,6.27,6.27
ORD4776-2,ORD4776,P4938,2,3.68,7.36
ORD4776-3,ORD4776,P3209,1,1.45,1.45
ORD4776-4,ORD4776,P4411,3,3.50,10.50
ORD4776-5,ORD4776,P4122,2,1.17,2.34
ORD4776-6,ORD4776,P3659,1,1.07,1.07
ORD4776-7,ORD4776,P1868,2,2.54,5.08
ORD4776-8,ORD4776,P1078,4,2.09,8.36
ORD4776-9,ORD4776,P4007,2,5.54,11.08
ORD4776-10,ORD4776,P2646,1,5.58,5.58
ORD4776-11,ORD4776,P4518,1,9.24,9.24
ORD4776-12,ORD4776,P1052,1,5.59,5.59
ORD4776-13,ORD4776,P2842,3,5.30,15.90
ORD4777-1,ORD4777,P3924,2,6.64,13.28
ORD4777-2,ORD4777,P1162,3,0.88,2.64
ORD4777-3,ORD4777,P3177,1,10.95,10.95
ORD4777-4,ORD4777,P4303,2,2.47,4.94
ORD4777-5,ORD4777,P1526,1,7.82,7.82
ORD4777-6,ORD4777,P207,4,5.75,23.00
ORD4777-7,ORD4777,P477,3,1.07,3.21
ORD4777-8,ORD4777,P3675,2,3.89,7.78
ORD4777-9,ORD4777,P4022,2,7.48,14.96
ORD4778-1,ORD4778,P1556,3,6.21,18.63
ORD4778-2,ORD4778,P3802,1,14.66,14.66
ORD4778-3,ORD4778,P2649,3,3.13,9.39
ORD4778-4,ORD4778,P3550,1,2.30,2.30
ORD4778-5,ORD4778,P2317,1,6.63,6.63
ORD4778-6,ORD4778,P1699,4,2.42,9.68
ORD4778-7,ORD4778,P3771,3,3.59,10.77
ORD4778-8,ORD4778,P4503,1,6.61,6.61
ORD4778-9,ORD4778,P871,2,0.80,1.60
ORD4778-10,ORD4778,P3277,1,9.62,9.62
ORD4778-11,ORD4778,P781,1,4.97,4.97
ORD4778-12,ORD4778,P4214,2,5.39,10.78
ORD4778-13,ORD4778,P3238,1,6.84,6.84
ORD4778-14,ORD4778,P4175,2,5.05,10.10
ORD4778-15,ORD4778,P3802,1,14.66,14.66
ORD4778-16,ORD4778,P2283,1,19.72,19.72
ORD4778-17,ORD4778,P2524,2,4.89,9.78
ORD4779-1,ORD4779,P4668,1,10.00,10.00
ORD4779-2,ORD4779,P3400,2,2.78,5.56
ORD4779-3,ORD4779,P001,1,0.64,0.64
ORD4779-4,ORD4779,P1403,3,7.64,22.92
ORD4780-1,ORD4780,P1885,1,1.56,1.56
ORD4780-2,ORD4780,P1496,2,4.74,9.48
ORD4780-3,ORD4780,P4442,1,1.74,1.74
ORD4780-4,ORD4780,P2785,2,5.06,10.12
ORD4780-5,ORD4780,P4129,3,1.55,4.65
ORD4780-6,ORD4780,P1861,3,2.52,7.56
ORD4780-7,ORD4780,P4754,1,7.19,7.19
ORD4780-8,ORD4780,P755,5,2.47,12.35
ORD4780-9,ORD4780,P1744,2,6.43,12.86
ORD4780-10,ORD4780,P4962,2,2.48,4.96
ORD4780-11,ORD4780,P1918,1,2.83,2.83
ORD4781-1,ORD4781,P3811,1,8.33,8.33
ORD4781-2,ORD4781,P4267,2,6.18,12.36
ORD4781-3,ORD4781,P3500,1,10.78,10.78
ORD4781-4,ORD4781,P3651,3,2.30,6.90
ORD4781-5,ORD4781,P3704,1,7.18,7.18
ORD4781-6,ORD4781,P3429,1,3.77,3.77
ORD4781-7,ORD4781,P3759,2,1.57,3.14
ORD4781-8,ORD4781,P1666,3,3.95,11.85
ORD4781-9,ORD4781,P1432,1,2.41,2.41
ORD4781-10,ORD4781,P3711,1,13.97,13.97
ORD4781-11,ORD4781,P2849,1,6.51,6.51
ORD4782-1,ORD4782,P3507,2,3.37,6.74
ORD4782-2,ORD4782,P007,4,5.16,20.64
ORD4782-3,ORD4782,P3495,1,7.31,7.31
ORD4782-4,ORD4782,P3129,1,11.09,11.09
ORD4782-5,ORD4782,P1399,1,1.83,1.83
ORD4782-6,ORD4782,P4008,1,9.87,9.87
ORD4782-7,ORD4782,P2413,1,4.63,4.63
ORD4782-8,ORD4782,P2156,1,14.55,14.55
ORD4782-9,ORD4782,P2526,1,8.69,8.69
ORD4783-1,ORD4783,P4812,1,9.34,9.34
ORD4783-2,ORD4783,P3424,1,10.41,10.41
ORD4783-3,ORD4783,P805,2,0.62,1.24
ORD4783-4,ORD4783,P4778,1,10.65,10.65
ORD4783-5,ORD4783,P3612,3,3.25,9.75
ORD4783-6,ORD4783,P1938,2,6.26,12.52
ORD4783-7,ORD4783,P4028,3,8.15,24.45
ORD4783-8,ORD4783,P4738,1,5.76,5.76
ORD4784-1,ORD4784,P2782,1,7.51,7.51
ORD4784-2,ORD4784,P3995,3,6.83,20.49
ORD4784-3,ORD4784,P4414,1,7.35,7.35
ORD4784-4,ORD4784,P2985,2,3.07,6.14
ORD4784-5,ORD4784,P4370,3,3.20,9.60
ORD4784-6,ORD4784,P3005,3,1.82,5.46
ORD4784-7,ORD4784,P3430,1,7.54,7.54
ORD4784-8,ORD4784,P713,4,4.95,19.80
ORD4784-9,ORD4784,P3701,2,1.23,2.46
ORD4784-10,ORD4784,P364,2,3.37,6.74
ORD4784-11,ORD4784,P4540,1,9.77,9.77
ORD4784-12,ORD4784,P2215,1,5.75,5.75
ORD4784-13,ORD4784,P3394,1,7.19,7.19
ORD4784-14,ORD4784,P1440,1,5.01,5.01
ORD4784-15,ORD4784,P109,3,3.55,10.65
ORD4784-16,ORD4784,P3189,2,4.99,9.98
ORD4784-17,ORD4784,P3013,1,8.39,8.39
